transactionId,fromAccountId,toAccountId,amount,timestamp,fromLatitude,fromLongitude,toLatitude,toLongitude
tx001,acc456,acc329,377,2025-06-15T09:26:00,40.71,-74.01,40.71,-74.01
tx002,acc278,acc456,497,2025-06-15T09:24:00,40.71,-74.01,40.71,-74.01
tx003,acc329,acc456,3478,2025-06-15T09:04:00,40.71,-74.01,40.71,-74.01
tx004,acc119,acc035,3157,2025-06-15T09:01:00,48.85,2.35,48.85,2.35
tx005,acc338,acc004,197,2025-06-15T09:00:00,28.61,77.2,28.61,77.2
tx006,acc250,acc273,2350,2025-06-15T09:17:00,28.61,77.2,28.61,77.2
tx007,acc004,acc338,4214,2025-06-15T09:26:00,28.61,77.2,28.61,77.2
tx008,acc273,acc004,1568,2025-06-15T09:03:00,28.61,77.2,28.61,77.2
tx009,acc471,acc050,4395,2025-06-15T12:00:00,48.85,2.35,51.51,-0.13
tx010,acc471,acc099,4412,2025-06-15T12:01:00,35.68,139.69,52.52,13.4
tx011,acc137,acc408,3351,2025-06-15T12:00:00,34.05,-118.24,52.52,13.4
tx012,acc137,acc492,3426,2025-06-15T12:01:00,55.75,37.62,-6.21,106.85
tx013,acc125,acc357,1950,2025-06-15T12:00:00,35.68,139.69,34.05,-118.24
tx014,acc125,acc335,359,2025-06-15T12:01:00,34.05,-118.24,37.77,-122.42
tx015,acc195,acc194,4627,2025-06-15T12:00:00,55.75,37.62,40.71,-74.01
tx016,acc195,acc327,177,2025-06-15T12:01:00,48.85,2.35,34.05,-118.24
tx017,acc256,acc433,3654,2025-06-15T12:00:00,52.52,13.4,-6.21,106.85
tx018,acc256,acc440,881,2025-06-15T12:01:00,28.61,77.2,40.71,-74.01
tx019,acc118,acc109,4743,2025-06-15T12:00:00,55.75,37.62,35.68,139.69
tx020,acc118,acc024,709,2025-06-15T12:01:00,35.68,139.69,28.61,77.2
tx021,acc289,acc337,369,2025-06-15T12:00:00,48.85,2.35,52.52,13.4
tx022,acc289,acc009,1797,2025-06-15T12:01:00,-6.21,106.85,48.85,2.35
tx023,acc386,acc421,3362,2025-06-15T12:00:00,34.05,-118.24,35.68,139.69
tx024,acc386,acc084,4719,2025-06-15T12:01:00,51.51,-0.13,-6.21,106.85
tx025,acc428,acc435,3287,2025-06-15T12:00:00,28.61,77.2,52.52,13.4
tx026,acc428,acc197,1246,2025-06-15T12:01:00,34.05,-118.24,28.61,77.2
tx027,acc382,acc499,2933,2025-06-15T12:00:00,40.71,-74.01,34.05,-118.24
tx028,acc382,acc224,2001,2025-06-15T12:01:00,34.05,-118.24,52.52,13.4
tx029,acc310,acc394,728,2025-06-15T08:00:00,48.86,2.35,40.71,-74.01
tx030,acc310,acc489,709,2025-06-15T09:00:00,40.71,-74.01,48.86,2.35
tx031,acc204,acc497,892,2025-06-15T08:00:00,48.86,2.35,40.71,-74.01
tx032,acc204,acc168,130,2025-06-15T09:00:00,40.71,-74.01,48.86,2.35
tx033,acc325,acc140,902,2025-06-15T08:00:00,48.86,2.35,40.71,-74.01
tx034,acc325,acc231,602,2025-06-15T09:00:00,40.71,-74.01,48.86,2.35
tx035,acc117,acc183,666,2025-06-15T08:00:00,48.86,2.35,40.71,-74.01
tx036,acc117,acc482,484,2025-06-15T09:00:00,40.71,-74.01,48.86,2.35
tx037,acc222,acc096,796,2025-06-15T08:00:00,48.86,2.35,40.71,-74.01
tx038,acc222,acc300,776,2025-06-15T09:00:00,40.71,-74.01,48.86,2.35
tx039,acc195,acc366,10703,2025-06-15T14:00:00,37.77,-122.42,51.51,-0.13
tx040,acc038,acc195,100000672,2025-06-15T14:00:00,-6.21,106.85,48.85,2.35
tx041,acc365,acc185,100001263,2025-06-15T16:00:00,40.71,-74.01,52.52,13.4
tx042,acc055,acc228,100000749,2025-06-15T10:00:00,34.05,-118.24,35.68,139.69
tx043,acc185,acc045,3210,2025-06-15T11:00:00,48.85,2.35,48.85,2.35
tx044,acc096,acc285,13531,2025-06-15T17:00:00,34.05,-118.24,28.61,77.2
tx045,acc263,acc046,503343,2025-06-15T11:00:00,34.05,-118.24,40.71,-74.01
tx046,acc182,acc307,100004540,2025-06-15T11:00:00,-6.21,106.85,-6.21,106.85
tx047,acc402,acc150,12658,2025-06-15T16:00:00,55.75,37.62,40.71,-74.01
tx048,acc212,acc464,4177,2025-06-15T11:00:00,52.52,13.4,28.61,77.2
tx049,acc125,acc351,14686,2025-06-15T18:00:00,34.05,-118.24,48.85,2.35
tx050,acc195,acc155,11389,2025-06-15T12:00:00,37.77,-122.42,35.68,139.69
tx051,acc138,acc086,100004039,2025-06-15T12:00:00,48.85,2.35,34.05,-118.24
tx052,acc223,acc248,3261,2025-06-15T16:00:00,34.05,-118.24,35.68,139.69
tx053,acc401,acc484,500631,2025-06-15T15:00:00,40.71,-74.01,35.68,139.69
tx054,acc127,acc055,5062,2025-06-15T13:00:00,37.77,-122.42,55.75,37.62
tx055,acc070,acc171,100002495,2025-06-15T10:00:00,51.51,-0.13,37.77,-122.42
tx056,acc431,acc172,4113,2025-06-15T15:00:00,37.77,-122.42,55.75,37.62
tx057,acc221,acc165,100004869,2025-06-15T12:00:00,55.75,37.62,35.68,139.69
tx058,acc309,acc091,501646,2025-06-15T17:00:00,52.52,13.4,52.52,13.4
tx059,acc494,acc377,4263,2025-06-15T15:00:00,-6.21,106.85,35.68,139.69
tx060,acc356,acc193,100004022,2025-06-15T13:00:00,48.85,2.35,52.52,13.4
tx061,acc144,acc478,503219,2025-06-15T15:00:00,55.75,37.62,34.05,-118.24
tx062,acc289,acc350,501637,2025-06-15T18:00:00,34.05,-118.24,48.85,2.35
tx063,acc394,acc483,5507,2025-06-15T10:00:00,55.75,37.62,55.75,37.62
tx064,acc363,acc426,11718,2025-06-15T17:00:00,37.77,-122.42,35.68,139.69
tx065,acc355,acc072,10567,2025-06-15T16:00:00,35.68,139.69,55.75,37.62
tx066,acc325,acc338,502481,2025-06-15T13:00:00,51.51,-0.13,35.68,139.69
tx067,acc079,acc230,100003466,2025-06-15T16:00:00,-6.21,106.85,34.05,-118.24
tx068,acc307,acc260,503926,2025-06-15T16:00:00,48.85,2.35,28.61,77.2
tx069,acc473,acc405,100003426,2025-06-15T18:00:00,52.52,13.4,40.71,-74.01
tx070,acc496,acc327,3946,2025-06-15T18:00:00,37.77,-122.42,-6.21,106.85
tx071,acc469,acc337,500697,2025-06-15T11:00:00,35.68,139.69,51.51,-0.13
tx072,acc341,acc023,502909,2025-06-15T12:00:00,-6.21,106.85,-6.21,106.85
tx073,acc289,acc055,503274,2025-06-15T15:00:00,34.05,-118.24,37.77,-122.42
tx074,acc006,acc262,1808,2025-06-15T14:00:00,51.51,-0.13,51.51,-0.13
tx075,acc383,acc353,504250,2025-06-15T18:00:00,40.71,-74.01,-6.21,106.85
tx076,acc295,acc201,11811,2025-06-15T17:00:00,52.52,13.4,52.52,13.4
tx077,acc238,acc177,100004821,2025-06-15T18:00:00,35.68,139.69,48.85,2.35
tx078,acc013,acc213,503955,2025-06-15T11:00:00,51.51,-0.13,35.68,139.69
tx079,acc472,acc179,100000703,2025-06-15T11:00:00,52.52,13.4,48.85,2.35
tx080,acc160,acc267,100002810,2025-06-15T17:00:00,37.77,-122.42,51.51,-0.13
tx081,acc248,acc225,12854,2025-06-15T17:00:00,28.61,77.2,34.05,-118.24
tx082,acc370,acc154,503707,2025-06-15T15:00:00,37.77,-122.42,34.05,-118.24
tx083,acc023,acc332,500943,2025-06-15T10:00:00,34.05,-118.24,52.52,13.4
